,identifier,file_status,resolution,path_number,scene_number,download_url,preview_url,cloud_coverage
0,GC1SG1_202210290115R04510_1BSG_VNRDQ_2006,ARCHIVED,250.0,045,10,https://gportal.jaxa.jp/download/standard/GCOM-C/GCOM-C.SGLI/L1B/2/2022/10/29/GC1SG1_202210290115R04510_1BSG_VNRDQ_2006.h5,https://gportal.jaxa.jp/gpr/img/br/GC1SG1_202210290115R04510_1BSG_VNRDQ_2006/GC1SG1_202210290115R04510_1BSG_VNRDQ_2006.jpg,81
